╚	6	canto duplo inferior esquerdo	
╝	6	canto duplo inferior direito	
╠	6	junção dupla esquerda	
╣	6	junção dupla direita	
╬	6	cruz dupla	
╭	6	canto arredondado superior esquerdo	
╮	6	canto arredondado superior direito	
╰	6	canto arredondado inferior esquerdo	
╯	6	canto arredondado inferior direito	
☀	7	sol	sun
☁	7	nuvem	cloud
☂	7	guarda-chuva	umbrella
☃	7	boneco de neve	snowman
☄	7	cometa	
☾	7	lua crescente	moon
☽	7	lua	
⚡	7	raio	lightning
❄	7	floco de neve	snowflake
♠	7	espadas	spade
♣	7	paus	club
♥	7	copas	heart | coração
♦	7	ouros	diamond
♤	7	espadas branco	
♧	7	paus branco	
♡	7	coração branco	heart white
♢	7	ouros branco	
♔	7	rei branco	chess king
♕	7	rainha branca	
♖	7	torre branca	
♗	7	bispo branco	
♘	7	cavalo branco	
♙	7	peão branco	
♚	7	rei preto	
♛	7	rainha preta	
♜	7	torre preta	
♝	7	bispo preto	
♞	7	cavalo preto	
♟	7	peão preto	
♩	7	semínima	music note
♪	7	colcheia	nota musical | music
♫	7	colcheias	notas musicais
♬	7	semicolcheias	
♭	7	bemol	flat
♮	7	bequadro	natural
♯	7	sustenido	sharp
☎	7	telefone	phone
✉	7	envelope	email | carta
✂	7	tesoura	scissors | cortar
✎	7	lápis	pencil
✏	7	lápis 2	
✍	7	mão escrevendo	
☜	7	mão esquerda	hand left
☞	7	mão direita	hand right | pointing
☝	7	mão cima	
☟	7	mão baixo	
☠	7	caveira	skull
☢	7	radioativo	
☣	7	risco biológico	
☮	7	paz	peace
☯	7	yin yang	
☸	7	roda do dharma	
✝	7	cruz latina	
✡	7	estrela de davi	
☪	7	estrela e crescente	
⚛	7	átomo	atom
⚙	7	engrenagem	gear | configurações
⚠	7	aviso	warning | atenção
⚑	7	bandeira preta	flag
⚐	7	bandeira branca	
⚓	7	âncora	anchor
⚔	7	espadas cruzadas	
⚖	7	balança	scale | justiça
⚗	7	alambique	
⚘	7	flor	
⚚	7	caduceu	
⚜	7	flor de lis	
⚧	7	transgênero	
♀	7	feminino	female | vênus
♂	7	masculino	male | marte
⚥	7	masculino e feminino	
✈	7	avião	airplane
⌘	7	command	cmd | mac
⌥	7	option	alt mac
⇧	7	shift	
⌃	7	control mac	
⌫	7	backspace	apagar
⌦	7	delete	
⏎	7	enter	return
⇥	7	tab	
⎋	7	escape	esc
␣	7	espaço	space
⌂	7	casa	home
⌚	7	relógio	watch
⌛	7	ampulheta	hourglass
⏰	7	despertador	
⏱	7	cronômetro	
⏳	7	ampulheta correndo	
☕	7	café	coffee
✿	7	flor preta	
❀	7	flor branca	
❁	7	flor	
✾	7	flor seis pétalas	
❤	7	coração vermelho	
❣	7	coração exclamação	
❥	7	coração rotacionado	
✌	7	vitória	paz mão
✊	7	punho	
☺	7	carinha feliz	smiley
☻	7	carinha preta	
☹	7	carinha triste	
♨	7	fontes termais	
♻	7	reciclagem	recycle
♿	7	acessível	cadeira de rodas
⚕	7	medicina	bastão de asclépio
〒	7	correio japonês	
〽	7	marca de parte	
